 "'AS-IS'"
 "find"(L 399, off 36) (L 436, off 0) (L 559, off 23) (L 565, off 34) (L 739, off 47) (L 1753, off 48) (L 1948, off 37) (L 2325, off 0) (L 2333, off 45) (L 3443, off 14) (L 3781, off 42) (L 4507, off 27) (L 4689, off 24) (L 5011, off 17) (L 5138, off 43) (L 5199, off 36) (L 5325, off 52) (L 6963, off 6) (L 6982, off 32) (L 7292, off 50) (L 7521, off 58) (L 7686, off 22) (L 7808, off 18) (L 8293, off 11) (L 8311, off 60) (L 8493, off 25) (L 9576, off 61) 
 "hotel"(L 3789, off 47) (L 3969, off 39) (L 4287, off 48) (L 4547, off 41) (L 4576, off 4) (L 4624, off 21) (L 4637, off 49) (L 4690, off 19) (L 4811, off 12) (L 4860, off 9) (L 4893, off 39) (L 4922, off 34) (L 4926, off 30) (L 5078, off 17) (L 5197, off 17) (L 5749, off 10) (L 6572, off 6) (L 6590, off 24) (L 6593, off 35) (L 6597, off 0) (L 6607, off 0) (L 6671, off 40) (L 7461, off 51) (L 7483, off 22) (L 7509, off 0) (L 7510, off 49) (L 7585, off 61) 
 "lot"(L 418, off 6) (L 467, off 18) (L 770, off 42) (L 1454, off 16) (L 1517, off 44) (L 1676, off 22) (L 1848, off 16) (L 2126, off 27) (L 2129, off 52) (L 2324, off 55) (L 2517, off 51) (L 3412, off 54) (L 3420, off 41) (L 3608, off 63) (L 4744, off 6) (L 5032, off 23) (L 6115, off 53) (L 6149, off 51) (L 6230, off 32) (L 7691, off 14) (L 8232, off 50) (L 8767, off 27) (L 8775, off 48) (L 8784, off 18) (L 8789, off 56) (L 9576, off 68) (L 9669, off 33) 
 "play"(L 54, off 29) (L 619, off 43) (L 619, off 58) (L 1256, off 59) (L 1577, off 65) (L 1589, off 43) (L 1591, off 42) (L 1615, off 53) (L 1628, off 18) (L 1720, off 0) (L 2432, off 0) (L 2890, off 18) (L 3043, off 49) (L 3121, off 38) (L 3328, off 37) (L 4999, off 66) (L 5016, off 25) (L 5878, off 31) (L 6064, off 22) (L 6780, off 12) (L 6782, off 20) (L 7004, off 14) (L 7819, off 25) (L 8257, off 42) (L 8495, off 4) (L 8569, off 29) (L 9383, off 34) 
 "stepped"(L 851, off 38) (L 913, off 29) (L 1107, off 10) (L 1124, off 6) (L 1222, off 10) (L 2658, off 17) (L 2682, off 0) (L 2755, off 0) (L 2988, off 31) (L 3015, off 14) (L 3028, off 47) (L 3073, off 57) (L 3122, off 43) (L 3361, off 50) (L 4172, off 43) (L 4188, off 14) (L 4363, off 27) (L 5850, off 20) (L 5967, off 6) (L 7106, off 10) (L 7840, off 0) (L 7855, off 54) (L 8317, off 41) (L 8329, off 0) (L 8375, off 10) (L 8461, off 7) (L 8534, off 48) 
 "still"(L 275, off 0) (L 313, off 11) (L 328, off 0) (L 1151, off 23) (L 2334, off 0) (L 4199, off 27) (L 4321, off 39) (L 4509, off 46) (L 4559, off 59) (L 4576, off 14) (L 4606, off 36) (L 5155, off 55) (L 5376, off 56) (L 5466, off 61) (L 5789, off 10) (L 5952, off 66) (L 6042, off 0) (L 6446, off 63) (L 6610, off 31) (L 6847, off 8) (L 7044, off 66) (L 7087, off 44) (L 8341, off 22) (L 8493, off 9) (L 8724, off 0) (L 8842, off 16) (L 8856, off 13) 
 "these"(L 53, off 51) (L 960, off 21) (L 1556, off 28) (L 1694, off 55) (L 1880, off 54) (L 2038, off 18) (L 3380, off 42) (L 3677, off 19) (L 3819, off 60) (L 3977, off 24) (L 4197, off 21) (L 4333, off 38) (L 4414, off 59) (L 4602, off 40) (L 4853, off 11) (L 5598, off 9) (L 5677, off 17) (L 5685, off 11) (L 6694, off 48) (L 7686, off 51) (L 7835, off 11) (L 8944, off 40) (L 8950, off 14) (L 9381, off 46) (L 9621, off 56) (L 9808, off 33) (L 9929, off 5) 
 "under"(L 5, off 56) (L 1402, off 26) (L 2022, off 26) (L 2454, off 37) (L 3229, off 31) (L 3483, off 58) (L 3638, off 32) (L 3753, off 11) (L 4152, off 30) (L 4207, off 61) (L 4482, off 16) (L 4858, off 6) (L 5205, off 44) (L 5265, off 30) (L 5291, off 0) (L 6627, off 37) (L 7413, off 37) (L 7682, off 7) (L 7987, off 53) (L 8486, off 49) (L 8641, off 35) (L 8842, off 25) (L 8920, off 30) (L 9713, off 2) (L 9771, off 29) (L 9820, off 29) (L 9893, off 44) 
 "use"(L 3, off 22) (L 1208, off 0) (L 1621, off 40) (L 1646, off 56) (L 1994, off 61) (L 3386, off 51) (L 3546, off 32) (L 4234, off 25) (L 5140, off 31) (L 6126, off 68) (L 6743, off 61) (L 6770, off 40) (L 6771, off 27) (L 6825, off 56) (L 8002, off 34) (L 8030, off 19) (L 8177, off 3) (L 8210, off 9) (L 8215, off 68) (L 8220, off 20) (L 9630, off 54) (L 9710, off 24) (L 9726, off 26) (L 9730, off 50) (L 9768, off 6) (L 9769, off 14) (L 9785, off 6) 
 "vos"(L 3517, off 5) (L 5771, off 4) (L 5772, off 17) (L 5772, off 35) (L 5784, off 9) (L 5784, off 66) (L 6183, off 5) (L 7850, off 4) (L 7909, off 20) (L 7943, off 63) (L 8058, off 37) (L 8090, off 41) (L 8119, off 39) (L 8120, off 29) (L 8378, off 33) (L 8378, off 59) (L 8390, off 16) (L 8390, off 50) (L 8402, off 12) (L 8402, off 51) (L 8408, off 5) (L 8412, off 47) (L 8430, off 31) (L 8457, off 15) (L 8472, off 59) (L 8477, off 37) (L 8478, off 10) 
 "window"(L 2210, off 9) (L 2222, off 64) (L 3623, off 19) (L 3642, off 30) (L 3674, off 16) (L 3697, off 22) (L 3773, off 7) (L 3782, off 0) (L 4503, off 26) (L 4524, off 14) (L 4546, off 49) (L 4785, off 39) (L 4795, off 51) (L 5627, off 24) (L 5631, off 12) (L 5639, off 34) (L 5647, off 46) (L 5656, off 7) (L 5701, off 30) (L 6637, off 19) (L 6675, off 42) (L 7069, off 46) (L 7081, off 22) (L 7144, off 13) (L 7204, off 0) (L 7252, off 25) (L 7324, off 20) 
 "Clippings"(L 1775, off 27) (L 1817, off 35) (L 2015, off 34) (L 2033, off 60) (L 2082, off 4) (L 2111, off 27) (L 2132, off 17) (L 2168, off 21) (L 2182, off 8) (L 2271, off 33) (L 2299, off 52) (L 2448, off 25) (L 2461, off 59) (L 2529, off 9) (L 2535, off 58) (L 2570, off 4) (L 2582, off 7) (L 2646, off 35) (L 2687, off 41) (L 2738, off 51) (L 2823, off 4) (L 2889, off 11) (L 2892, off 46) (L 2983, off 59) (L 3034, off 8) (L 3102, off 8) (L 3147, off 4) (L 3172, off 46) 
 "Monday"(L 1101, off 0) (L 1105, off 0) (L 1135, off 49) (L 1144, off 31) (L 1149, off 0) (L 3196, off 9) (L 3269, off 1) (L 3291, off 34) (L 3345, off 63) (L 3354, off 5) (L 3413, off 25) (L 3448, off 51) (L 3596, off 6) (L 3614, off 56) (L 3646, off 36) (L 3668, off 62) (L 3688, off 44) (L 3800, off 8) (L 3812, off 15) (L 3874, off 62) (L 3907, off 44) (L 3959, off 56) (L 4095, off 31) (L 4362, off 24) (L 5106, off 30) (L 5698, off 56) (L 8738, off 46) (L 8798, off 0) 
 "Newton"(L 779, off 60) (L 786, off 21) (L 817, off 5) (L 844, off 5) (L 896, off 5) (L 928, off 21) (L 932, off 44) (L 1020, off 57) (L 1030, off 5) (L 1123, off 59) (L 1248, off 32) (L 1259, off 19) (L 1317, off 37) (L 1381, off 30) (L 1422, off 45) (L 1495, off 32) (L 1711, off 34) (L 1770, off 42) (L 1807, off 51) (L 1827, off 48) (L 2016, off 48) (L 2031, off 52) (L 2141, off 26) (L 2308, off 5) (L 2475, off 2) (L 2552, off 28) (L 3042, off 15) (L 9397, off 10) 
 "Spaulding"(L 1254, off 53) (L 1338, off 0) (L 1360, off 24) (L 1419, off 23) (L 1538, off 23) (L 1697, off 42) (L 1709, off 4) (L 1774, off 33) (L 1801, off 38) (L 1806, off 12) (L 1832, off 0) (L 1876, off 0) (L 2003, off 33) (L 2036, off 5) (L 2046, off 46) (L 2112, off 46) (L 2312, off 48) (L 2472, off 2) (L 2497, off 0) (L 2690, off 32) (L 2828, off 27) (L 2891, off 53) (L 2972, off 0) (L 3018, off 57) (L 3056, off 26) (L 3059, off 22) (L 3066, off 0) (L 3067, off 45) 
 "bad"(L 533, off 50) (L 946, off 44) (L 1008, off 12) (L 1056, off 57) (L 1303, off 44) (L 1355, off 68) (L 1633, off 5) (L 2153, off 12) (L 2191, off 5) (L 3259, off 5) (L 3536, off 19) (L 3667, off 58) (L 3731, off 18) (L 3922, off 64) (L 4061, off 13) (L 4094, off 7) (L 4402, off 15) (L 6149, off 47) (L 6727, off 24) (L 6839, off 8) (L 6949, off 14) (L 7130, off 5) (L 7819, off 54) (L 7953, off 13) (L 8168, off 16) (L 8218, off 8) (L 8616, off 8) (L 8764, off 61) 
 "box"(L 1371, off 42) (L 2445, off 11) (L 2564, off 19) (L 2577, off 28) (L 2630, off 24) (L 2632, off 4) (L 2755, off 17) (L 3027, off 49) (L 3068, off 60) (L 3401, off 46) (L 3571, off 13) (L 3614, off 42) (L 3826, off 64) (L 3839, off 38) (L 5732, off 59) (L 5778, off 32) (L 5850, off 37) (L 5914, off 40) (L 6714, off 54) (L 7310, off 0) (L 7595, off 3) (L 7856, off 0) (L 8303, off 22) (L 8317, off 58) (L 8360, off 53) (L 8375, off 27) (L 8498, off 22) (L 8534, off 63) 
 "even"(L 605, off 27) (L 656, off 47) (L 1052, off 6) (L 1055, off 55) (L 2001, off 21) (L 2438, off 0) (L 2849, off 49) (L 3224, off 9) (L 4171, off 0) (L 5017, off 20) (L 5202, off 14) (L 5794, off 57) (L 6223, off 22) (L 6521, off 34) (L 6733, off 55) (L 6759, off 13) (L 6784, off 59) (L 6844, off 47) (L 7784, off 3) (L 7789, off 12) (L 7818, off 20) (L 8164, off 19) (L 8293, off 42) (L 8536, off 19) (L 8565, off 23) (L 8775, off 64) (L 8789, off 61) (L 9668, off 0) 
 "friend"(L 279, off 26) (L 345, off 57) (L 359, off 0) (L 412, off 30) (L 452, off 50) (L 477, off 39) (L 520, off 0) (L 594, off 26) (L 720, off 18) (L 743, off 0) (L 755, off 16) (L 758, off 0) (L 770, off 60) (L 780, off 0) (L 783, off 21) (L 1410, off 0) (L 1730, off 0) (L 1974, off 28) (L 2043, off 29) (L 2385, off 43) (L 3189, off 8) (L 4892, off 20) (L 4919, off 30) (L 5112, off 53) (L 5319, off 58) (L 5399, off 15) (L 6586, off 39) (L 7757, off 16) 
 "half"(L 52, off 2) (L 1013, off 14) (L 1091, off 13) (L 1173, off 15) (L 1211, off 11) (L 1847, off 31) (L 1880, off 33) (L 1918, off 14) (L 2028, off 5) (L 2047, off 36) (L 2102, off 36) (L 3042, off 0) (L 3291, off 44) (L 4309, off 14) (L 4509, off 52) (L 4802, off 15) (L 4845, off 21) (L 4899, off 48) (L 5471, off 61) (L 5491, off 8) (L 5741, off 61) (L 5790, off 0) (L 6255, off 41) (L 6752, off 4) (L 6859, off 40) (L 8222, off 0) (L 8249, off 13) (L 8690, off 50) 
 "help"(L 650, off 44) (L 656, off 13) (L 665, off 21) (L 668, off 38) (L 814, off 48) (L 974, off 0) (L 1003, off 7) (L 1189, off 47) (L 1241, off 56) (L 1676, off 9) (L 1956, off 46) (L 2005, off 63) (L 2085, off 15) (L 2779, off 20) (L 3887, off 25) (L 4070, off 12) (L 4352, off 57) (L 4384, off 54) (L 5292, off 47) (L 5357, off 27) (L 6153, off 49) (L 6738, off 22) (L 7448, off 49) (L 7450, off 66) (L 7556, off 28) (L 9671, off 14) (L 9884, off 58) (L 9967, off 27) 
 "never"(L 560, off 7) (L 1163, off 54) (L 1190, off 3) (L 1654, off 54) (L 1893, off 61) (L 2118, off 60) (L 2362, off 12) (L 2519, off 22) (L 2623, off 44) (L 3195, off 0) (L 3854, off 6) (L 4108, off 22) (L 4296, off 42) (L 4456, off 29) (L 4611, off 3) (L 5683, off 41) (L 6543, off 30) (L 6933, off 29) (L 7409, off 63) (L 7421, off 4) (L 7768, off 49) (L 8433, off 0) (L 8447, off 36) (L 8544, off 66) (L 8564, off 37) (L 8765, off 0) (L 8768, off 0) (L 8775, off 58) 
 "new"(L 277, off 53) (L 929, off 5) (L 1981, off 35) (L 2103, off 31) (L 2104, off 4) (L 2305, off 41) (L 2578, off 31) (L 3033, off 27) (L 3491, off 58) (L 3499, off 17) (L 3674, off 42) (L 4098, off 24) (L 4561, off 62) (L 5953, off 15) (L 6018, off 0) (L 6761, off 23) (L 6791, off 62) (L 6900, off 35) (L 7176, off 32) (L 7248, off 14) (L 7711, off 4) (L 7955, off 12) (L 7975, off 7) (L 8305, off 14) (L 8946, off 0) (L 9873, off 51) (L 9967, off 44) (L 9968, off 48) 
 "side"(L 288, off 0) (L 307, off 46) (L 331, off 31) (L 710, off 50) (L 1218, off 29) (L 1305, off 35) (L 1596, off 0) (L 2586, off 23) (L 3044, off 0) (L 3116, off 47) (L 3738, off 18) (L 3994, off 36) (L 4250, off 31) (L 4912, off 13) (L 5187, off 0) (L 5301, off 32) (L 5402, off 27) (L 5504, off 41) (L 5523, off 65) (L 5542, off 37) (L 5545, off 51) (L 5551, off 38) (L 6459, off 42) (L 6861, off 56) (L 7093, off 26) (L 7377, off 13) (L 7714, off 62) (L 8172, off 42) 
 "stranger"(L 422, off 4) (L 2200, off 58) (L 2209, off 4) (L 2222, off 4) (L 2228, off 43) (L 2231, off 53) (L 2261, off 56) (L 2267, off 32) (L 2277, off 4) (L 2284, off 53) (L 2289, off 50) (L 2292, off 20) (L 2300, off 42) (L 2329, off 4) (L 2334, off 19) (L 2338, off 60) (L 2346, off 24) (L 2361, off 27) (L 2374, off 18) (L 2384, off 30) (L 2396, off 4) (L 2409, off 27) (L 2583, off 0) (L 2588, off 4) (L 2594, off 4) (L 2616, off 4) (L 3151, off 29) (L 3157, off 4) 
 "suddenly"(L 265, off 0) (L 551, off 43) (L 1073, off 42) (L 1595, off 23) (L 1850, off 43) (L 2035, off 24) (L 2597, off 62) (L 2909, off 63) (L 3296, off 54) (L 3846, off 30) (L 4121, off 10) (L 4404, off 16) (L 4409, off 47) (L 4419, off 38) (L 4790, off 45) (L 5918, off 0) (L 6260, off 0) (L 6331, off 12) (L 6910, off 44) (L 7517, off 44) (L 7795, off 35) (L 8112, off 46) (L 8418, off 51) (L 8662, off 39) (L 8688, off 23) (L 8700, off 34) (L 8796, off 24) (L 8836, off 13) 
 "yelled"(L 1768, off 20) (L 2319, off 59) (L 2448, off 37) (L 2546, off 24) (L 2709, off 15) (L 2737, off 19) (L 2855, off 9) (L 2868, off 10) (L 3028, off 7) (L 3246, off 46) (L 4805, off 14) (L 4936, off 8) (L 5493, off 13) (L 5499, off 17) (L 5633, off 43) (L 5653, off 10) (L 5668, off 12) (L 7862, off 32) (L 7894, off 26) (L 8045, off 16) (L 8061, off 65) (L 8109, off 19) (L 8253, off 16) (L 8282, off 10) (L 8305, off 25) (L 8323, off 0) (L 8381, off 33) (L 8430, off 13) 
 "Coach"(L 175, off 33) (L 3486, off 17) (L 3490, off 52) (L 3536, off 48) (L 3553, off 44) (L 3608, off 25) (L 3622, off 65) (L 3642, off 0) (L 3677, off 58) (L 3890, off 55) (L 5740, off 0) (L 5765, off 34) (L 5836, off 60) (L 5951, off 26) (L 5989, off 0) (L 6011, off 66) (L 6078, off 0) (L 6103, off 40) (L 6125, off 30) (L 6159, off 34) (L 6192, off 37) (L 6903, off 0) (L 6913, off 8) (L 7019, off 10) (L 7057, off 23) (L 7714, off 5) (L 7810, off 13) (L 7995, off 54) (L 8087, off 46) 
 "best"(L 332, off 7) (L 827, off 24) (L 1693, off 4) (L 1829, off 53) (L 1943, off 2) (L 2012, off 55) (L 2028, off 32) (L 3311, off 28) (L 3404, off 35) (L 3652, off 9) (L 5113, off 48) (L 5128, off 52) (L 5223, off 12) (L 6052, off 19) (L 6250, off 18) (L 6704, off 40) (L 6746, off 55) (L 6762, off 15) (L 6917, off 66) (L 6945, off 43) (L 7051, off 37) (L 7556, off 20) (L 7610, off 35) (L 7748, off 24) (L 7830, off 0) (L 7859, off 20) (L 8869, off 22) (L 8953, off 27) (L 9374, off 55) 
 "fact"(L 593, off 28) (L 1007, off 47) (L 1143, off 40) (L 1747, off 34) (L 2020, off 3) (L 2333, off 54) (L 3574, off 18) (L 3575, off 8) (L 3600, off 17) (L 3942, off 8) (L 4170, off 5) (L 4349, off 34) (L 4645, off 45) (L 4940, off 64) (L 5296, off 14) (L 5879, off 0) (L 6733, off 32) (L 6963, off 33) (L 6965, off 36) (L 7167, off 0) (L 7192, off 58) (L 7395, off 36) (L 7532, off 4) (L 8072, off 0) (L 8225, off 3) (L 8528, off 16) (L 8781, off 40) (L 8869, off 42) (L 8942, off 59) 
 "feet"(L 365, off 62) (L 1592, off 0) (L 2508, off 10) (L 3083, off 37) (L 3117, off 0) (L 4221, off 52) (L 4225, off 6) (L 5304, off 47) (L 5351, off 42) (L 5384, off 64) (L 5511, off 39) (L 5640, off 61) (L 5772, off 43) (L 6129, off 48) (L 6844, off 5) (L 6974, off 20) (L 7312, off 42) (L 7784, off 64) (L 7834, off 18) (L 7902, off 0) (L 7981, off 19) (L 8024, off 22) (L 8025, off 35) (L 8067, off 51) (L 8394, off 24) (L 8423, off 51) (L 8436, off 28) (L 8674, off 23) (L 8710, off 32) 
 "forward"(L 281, off 8) (L 351, off 42) (L 832, off 17) (L 866, off 19) (L 1450, off 38) (L 1463, off 19) (L 1480, off 62) (L 1485, off 34) (L 1499, off 46) (L 2872, off 62) (L 3015, off 22) (L 3028, off 55) (L 3234, off 14) (L 3274, off 26) (L 4142, off 18) (L 4150, off 21) (L 4172, off 18) (L 4180, off 13) (L 4204, off 46) (L 4215, off 61) (L 5112, off 17) (L 5552, off 32) (L 5672, off 61) (L 6830, off 44) (L 6963, off 54) (L 7049, off 0) (L 7106, off 18) (L 7892, off 0) (L 8387, off 57) 
 "hard"(L 373, off 0) (L 402, off 22) (L 520, off 19) (L 567, off 33) (L 578, off 8) (L 922, off 45) (L 999, off 13) (L 1011, off 19) (L 1157, off 6) (L 1160, off 23) (L 1276, off 11) (L 1322, off 47) (L 1363, off 0) (L 1555, off 34) (L 2333, off 37) (L 2570, off 55) (L 2947, off 0) (L 3439, off 0) (L 3584, off 0) (L 3766, off 57) (L 3850, off 38) (L 4409, off 28) (L 5453, off 18) (L 6220, off 62) (L 6724, off 49) (L 7431, off 35) (L 7946, off 35) (L 8142, off 26) (L 8562, off 15) 
 "hold"(L 568, off 51) (L 575, off 25) (L 1279, off 23) (L 1321, off 65) (L 1362, off 11) (L 1904, off 55) (L 2051, off 41) (L 2388, off 0) (L 2859, off 53) (L 4384, off 15) (L 4455, off 15) (L 4920, off 0) (L 5185, off 32) (L 5449, off 20) (L 5737, off 26) (L 5765, off 7) (L 5775, off 15) (L 5780, off 32) (L 5836, off 35) (L 6285, off 49) (L 6364, off 23) (L 6539, off 40) (L 6544, off 18) (L 6958, off 28) (L 7859, off 11) (L 8033, off 13) (L 8147, off 65) (L 8841, off 7) (L 9857, off 46) 
 "most"(L 3, off 70) (L 467, off 67) (L 499, off 18) (L 545, off 37) (L 604, off 40) (L 613, off 20) (L 620, off 14) (L 1011, off 32) (L 1334, off 39) (L 1348, off 58) (L 1650, off 15) (L 1694, off 47) (L 1946, off 17) (L 2187, off 22) (L 2544, off 37) (L 3175, off 60) (L 4566, off 45) (L 5463, off 44) (L 5698, off 46) (L 8722, off 4) (L 8725, off 0) (L 8741, off 50) (L 8742, off 22) (L 8929, off 26) (L 9374, off 23) (L 9574, off 30) (L 9667, off 28) (L 9692, off 50) (L 9711, off 2) 
 "quite"(L 757, off 6) (L 813, off 34) (L 908, off 64) (L 1056, off 42) (L 1630, off 23) (L 1900, off 5) (L 2237, off 0) (L 2280, off 10) (L 2359, off 0) (L 2440, off 7) (L 3387, off 42) (L 3655, off 16) (L 3866, off 37) (L 4025, off 19) (L 4035, off 51) (L 5065, off 63) (L 5253, off 21) (L 6328, off 54) (L 6375, off 41) (L 6567, off 40) (L 6569, off 0) (L 6623, off 0) (L 6662, off 47) (L 6814, off 0) (L 6911, off 8) (L 6995, off 8) (L 7166, off 50) (L 7387, off 28) (L 7453, off 5) (L 7453, off 15) 
 "should"(L 302, off 19) (L 375, off 0) (L 538, off 3) (L 631, off 44) (L 1052, off 45) (L 1160, off 62) (L 3431, off 9) (L 3495, off 0) (L 3522, off 39) (L 4113, off 61) (L 5104, off 18) (L 5423, off 3) (L 5529, off 10) (L 6003, off 9) (L 6177, off 5) (L 6272, off 3) (L 6375, off 63) (L 7211, off 5) (L 7344, off 42) (L 7579, off 39) (L 7581, off 59) (L 7589, off 53) (L 7887, off 19) (L 8526, off 58) (L 8739, off 8) (L 8865, off 25) (L 8947, off 60) (L 9610, off 16) (L 9775, off 11) 
 "such"(L 450, off 5) (L 621, off 30) (L 627, off 5) (L 1082, off 63) (L 1160, off 33) (L 1182, off 63) (L 1661, off 62) (L 2038, off 3) (L 2107, off 22) (L 2437, off 56) (L 3442, off 0) (L 3618, off 15) (L 3854, off 21) (L 4491, off 41) (L 4835, off 56) (L 5877, off 39) (L 6826, off 34) (L 7394, off 42) (L 7410, off 11) (L 7420, off 13) (L 7423, off 60) (L 7425, off 44) (L 7763, off 23) (L 8402, off 62) (L 9631, off 23) (L 9775, off 39) (L 9783, off 28) (L 9810, off 19) (L 9936, off 55) 
 "thousand"(L 534, off 6) (L 552, off 42) (L 573, off 24) (L 662, off 58) (L 663, off 23) (L 1147, off 37) (L 1177, off 18) (L 1177, off 50) (L 1189, off 2) (L 1814, off 23) (L 2243, off 30) (L 2364, off 22) (L 2387, off 27) (L 4308, off 58) (L 5010, off 40) (L 6295, off 59) (L 6527, off 51) (L 6531, off 45) (L 6550, off 2) (L 6562, off 51) (L 6610, off 53) (L 6637, off 52) (L 6882, off 3) (L 7278, off 39) (L 7416, off 39) (L 7463, off 60) (L 7789, off 3) (L 7795, off 58) (L 7796, off 57) 
 "win"(L 620, off 10) (L 631, off 51) (L 634, off 39) (L 1165, off 0) (L 1741, off 67) (L 2082, off 66) (L 2155, off 13) (L 2390, off 8) (L 2590, off 11) (L 2826, off 34) (L 3227, off 63) (L 3448, off 34) (L 3841, off 64) (L 3854, off 56) (L 3875, off 33) (L 3933, off 53) (L 4424, off 42) (L 4429, off 22) (L 6226, off 59) (L 6288, off 43) (L 6361, off 9) (L 6705, off 58) (L 6781, off 13) (L 6793, off 56) (L 6841, off 50) (L 6842, off 64) (L 6844, off 15) (L 6947, off 53) (L 7947, off 51) 
 "yell"(L 698, off 35) (L 896, off 29) (L 1536, off 11) (L 1780, off 28) (L 2529, off 59) (L 3034, off 54) (L 3062, off 34) (L 3083, off 7) (L 3090, off 48) (L 3144, off 13) (L 3158, off 44) (L 3220, off 17) (L 4809, off 30) (L 5487, off 42) (L 5622, off 9) (L 5629, off 40) (L 5808, off 9) (L 5812, off 4) (L 5818, off 56) (L 5912, off 11) (L 5967, off 25) (L 6129, off 26) (L 7830, off 20) (L 7833, off 40) (L 8191, off 17) (L 8269, off 9) (L 8438, off 19) (L 8676, off 28) (L 8716, off 16) 
 "yet"(L 683, off 28) (L 923, off 5) (L 1154, off 8) (L 1163, off 18) (L 1634, off 19) (L 1964, off 9) (L 2025, off 11) (L 2136, off 32) (L 2344, off 23) (L 2519, off 28) (L 3667, off 9) (L 3669, off 50) (L 3718, off 27) (L 3778, off 14) (L 4712, off 22) (L 4786, off 23) (L 4940, off 5) (L 5067, off 18) (L 5883, off 36) (L 6270, off 6) (L 7020, off 41) (L 7387, off 49) (L 7581, off 29) (L 7804, off 20) (L 8088, off 52) (L 8217, off 24) (L 8244, off 61) (L 8663, off 32) (L 8690, off 65) 
 "Gunn"(L 3484, off 24) (L 3497, off 55) (L 6066, off 59) (L 6200, off 28) (L 7112, off 22) (L 7146, off 8) (L 7350, off 65) (L 7354, off 37) (L 7369, off 8) (L 7375, off 44) (L 7399, off 61) (L 7430, off 8) (L 7455, off 8) (L 7477, off 20) (L 7497, off 29) (L 7545, off 58) (L 7563, off 32) (L 7586, off 8) (L 7800, off 56) (L 8321, off 12) (L 8360, off 46) (L 8588, off 26) (L 8597, off 0) (L 8604, off 61) (L 8624, off 8) (L 8645, off 36) (L 8656, off 65) (L 8721, off 60) (L 8733, off 52) (L 8745, off 30) 
 "Saturday"(L 717, off 38) (L 823, off 11) (L 1201, off 0) (L 1250, off 0) (L 1532, off 14) (L 1586, off 8) (L 1668, off 5) (L 2017, off 17) (L 2129, off 59) (L 2154, off 8) (L 2427, off 6) (L 2427, off 32) (L 2440, off 31) (L 3289, off 7) (L 3483, off 8) (L 3982, off 5) (L 6060, off 28) (L 6082, off 52) (L 6093, off 34) (L 6114, off 31) (L 6126, off 25) (L 6198, off 32) (L 6340, off 42) (L 6409, off 0) (L 6689, off 30) (L 6747, off 52) (L 6760, off 23) (L 6833, off 12) (L 6926, off 12) (L 7194, off 55) 
 "caught"(L 291, off 0) (L 354, off 40) (L 717, off 51) (L 832, off 29) (L 883, off 0) (L 1377, off 58) (L 2256, off 10) (L 2317, off 26) (L 2862, off 0) (L 2981, off 35) (L 3036, off 24) (L 3087, off 18) (L 3092, off 54) (L 3150, off 21) (L 3157, off 13) (L 3304, off 21) (L 3998, off 62) (L 4006, off 56) (L 4153, off 15) (L 4615, off 42) (L 4624, off 34) (L 5351, off 7) (L 5566, off 54) (L 5609, off 0) (L 5673, off 7) (L 6513, off 62) (L 7299, off 37) (L 7822, off 51) (L 8006, off 55) (L 8691, off 20) 
 "fell"(L 1918, off 55) (L 2145, off 19) (L 2223, off 40) (L 2315, off 47) (L 2595, off 34) (L 2755, off 66) (L 2795, off 36) (L 3001, off 32) (L 3110, off 8) (L 3699, off 29) (L 3802, off 26) (L 4498, off 15) (L 5265, off 4) (L 5673, off 46) (L 5681, off 28) (L 5793, off 11) (L 5832, off 14) (L 5894, off 9) (L 6489, off 18) (L 7026, off 4) (L 7835, off 17) (L 7957, off 14) (L 8125, off 7) (L 8375, off 58) (L 8387, off 52) (L 8449, off 52) (L 8517, off 0) (L 8526, off 16) (L 8674, off 66) (L 8675, off 40) 
